model,gene,top_celltype
PMC9618960_ICD_LGG,IL17RA,Mono/Macro
PMC9618960_ICD_LGG,IL1R1,MES-like Malignant
PMC9618960_ICD_LGG,EIF2AK3,MES-like Malignant
PMC9618960_ICD_LGG,CD4,Mono/Macro
PMC9618960_ICD_LGG,PRF1,CD8Tex
PMC9618960_ICD_LGG,CXCR3,CD8Tex
PMC9618960_ICD_LGG,CD8A,CD8Tex
PMC9618960_ICD_LGG,BAX,Mono/Macro
PMC9618960_ICD_LGG,PDIA3,MES-like Malignant
PMC9618960_ICD_LGG,CASP8,CD8Tex
PMC9618960_ICD_LGG,MYD88,MES-like Malignant
PMC9618960_ICD_LGG,CASP1,Mono/Macro
PMC12354743_NETs_Glioma,MAPK1,MES-like Malignant
PMC12354743_NETs_Glioma,P2RX1,AC-like Malignant
PMC12354743_NETs_Glioma,PARVB,MES-like Malignant
PMC12354743_NETs_Glioma,STAT3,OPC-like Malignant
PMC8791745_hypoxia_lncRNA_HNSCC,AC144831.1,Mono/Macro
PMC8791745_hypoxia_lncRNA_HNSCC,MIAT,CD8Tex
PMC8791745_hypoxia_lncRNA_HNSCC,MSC-AS1,Tprolif
PMC10683111_anoikis_lncRNA_HNSCC,RAB11B-AS1,Plasma
PMC10683111_anoikis_lncRNA_HNSCC,LINC01503,Mono/Macro
PMC10184413_cuproptosis_ferroptosis_KIRC,TRIB3,Malignant
PMC10184413_cuproptosis_ferroptosis_KIRC,SLC2A3,Endothelial
PMC10184413_cuproptosis_ferroptosis_KIRC,PML,Endothelial
PMC10184413_cuproptosis_ferroptosis_KIRC,CD44,Mono/Macro
PMC10184413_cuproptosis_ferroptosis_KIRC,CDKN2A,Pericytes
PMC10184413_cuproptosis_ferroptosis_KIRC,MIOX,Epithelial
PMC9662042_autophagy_lncRNA_KIRC,HOTAIRM1,Endothelial
PMC9662042_autophagy_lncRNA_KIRC,LINC01507,Malignant
PMC9614380_aminoacid_KIRC,ACADSB,Epithelial
PMC9614380_aminoacid_KIRC,BCKDHB,Epithelial
PMC9614380_aminoacid_KIRC,CBS,Malignant
PMC9614380_aminoacid_KIRC,CSAD,Malignant
PMC9614380_aminoacid_KIRC,HAO1,Epithelial
PMC9614380_aminoacid_KIRC,HIBCH,Epithelial
PMC9614380_aminoacid_KIRC,HOGA1,Epithelial
PMC9614380_aminoacid_KIRC,IL4I1,Mono/Macro
PMC9614380_aminoacid_KIRC,IYD,Epithelial
PMC9614380_aminoacid_KIRC,NNMT,Malignant
PMC9614380_aminoacid_KIRC,PSAT1,Epithelial
PMC9614380_aminoacid_KIRC,PYCR1,Malignant
PMC9614380_aminoacid_KIRC,RIMKLA,Malignant
PMC9614380_aminoacid_KIRC,RPL13,Malignant
PMC9614380_aminoacid_KIRC,RPL22L1,Malignant
PMC9614380_aminoacid_KIRC,RPL36A,CD8T
PMC9614380_aminoacid_KIRC,SLC5A5,Endothelial
PMC9523360_telomere_KIRC,ISG15,Endothelial
PMC9523360_telomere_KIRC,RFC2,Malignant
PMC9523360_telomere_KIRC,TRIM15,Malignant
PMC9523360_telomere_KIRC,NEK6,Malignant
PMC9523360_telomere_KIRC,PRKCQ,Epithelial
PMC9523360_telomere_KIRC,ATP1A1,Malignant
PMC9523360_telomere_KIRC,ELOVL3,Endothelial
PMC9523360_telomere_KIRC,TUBB2B,Epithelial
PMC9523360_telomere_KIRC,PLCL1,Epithelial
PMC9523360_telomere_KIRC,NR1H3,Mono/Macro
PMC12504172_nucleotide_MB,EIF4EBP1,Mono/Macro
PMC12504172_nucleotide_MB,PRKDC,Malignant
PMC12504172_nucleotide_MB,SCARB1,Mono/Macro
PMC12504172_nucleotide_MB,COL4A5,Malignant
PMC12504172_nucleotide_MB,SMN1,Malignant
PMC12504172_nucleotide_MB,FASN,Malignant
PMC12504172_nucleotide_MB,PLPBP,Mono/Macro
PMC12504172_nucleotide_MB,PTPN1,Mono/Macro
PMC12504172_nucleotide_MB,ATAD3A,Malignant
PMC12504172_nucleotide_MB,APTX,Malignant
PMC12504172_nucleotide_MB,EIF2AK3,Malignant
PMC12504172_nucleotide_MB,LYST,Neutrophils
PMC12504172_nucleotide_MB,PDE4D,Malignant
PMC12504172_nucleotide_MB,HDAC8,Malignant
PMC12504172_nucleotide_MB,PINK1,Malignant
PMC13333213_pyroptosis_NSCLC,PRKACA,B
PMC13333213_pyroptosis_NSCLC,CASP4,B
PMC10475834_cuproptosis_lncRNA_LUAD,LINC00324,B
PMC10475834_cuproptosis_lncRNA_LUAD,COLCA1,B
PMC10475834_cuproptosis_lncRNA_LUAD,HAGLR,CD8T
PMC10475834_cuproptosis_lncRNA_LUAD,MIR4435-2HG,CD8T
PMC10475834_cuproptosis_lncRNA_LUAD,NKILA,B
PMC10085621_hypoxia_NSCLC,IGFBP3,CD4Tconv
PMC10085621_hypoxia_NSCLC,DDIT4,CD8T
PMC10085621_hypoxia_NSCLC,PHLDA2,CD8T
PMC10085621_hypoxia_NSCLC,RRAS,CD8T
PMC10085621_hypoxia_NSCLC,WDR4,B
PMC10085621_hypoxia_NSCLC,EXO1,CD8T
PMC10085621_hypoxia_NSCLC,ECT2,CD8T
PMC10085621_hypoxia_NSCLC,TYMS,B
PMC10085621_hypoxia_NSCLC,CDC25C,CD8T
PMC10085621_hypoxia_NSCLC,PLK1,B
PMC10085621_hypoxia_NSCLC,FERMT1,CD8T
PMC10085621_hypoxia_NSCLC,PCSK9,CD8T
PMC9561419_glycolysis_immune_LUSC,PYGB,B
PMC9561419_glycolysis_immune_LUSC,SERPIND1,B
PMC9561419_glycolysis_immune_LUSC,MDH1,B
PMC9561419_glycolysis_immune_LUSC,TSLP,CD8T
PMC10414028_hypoxia_LUAD,HK1,B
PMC10414028_hypoxia_LUAD,PDK3,B
PMC10414028_hypoxia_LUAD,PFKL,B
PMC10414028_hypoxia_LUAD,SLC2A1,B
PMC10414028_hypoxia_LUAD,STC1,B
PMC10414028_hypoxia_LUAD,XPNPEP1,B
PMC9550247_autophagy_LUAD,EIF2AK3,B
PMC9550247_autophagy_LUAD,ITGB1,CD8T
PMC12210501_ferroptosis_LUAD,PPP1R14B,B
PMC12210501_ferroptosis_LUAD,PLEK2,CD4Tconv
PMC12210501_ferroptosis_LUAD,RHOV,CD8T
PMC12210501_ferroptosis_LUAD,C1QTNF6,CD4Tconv
PMC11310873_lncRNA_LUAD,LINC01352,B
PMC11310873_lncRNA_LUAD,LINC00968,B
PMC9843944_autophagy_LUAD,APOL1,CD8T
PMC9843944_autophagy_LUAD,ARSA,B
PMC9843944_autophagy_LUAD,ATG10,B
PMC9843944_autophagy_LUAD,ATG12,B
PMC9843944_autophagy_LUAD,ATG4A,B
PMC9843944_autophagy_LUAD,BCL2L1,CD8T
PMC9843944_autophagy_LUAD,BNIP3L,B
PMC9843944_autophagy_LUAD,CAPNS1,B
PMC9843944_autophagy_LUAD,CX3CL1,CD4Tconv
PMC9843944_autophagy_LUAD,DAPK2,CD8T
PMC9843944_autophagy_LUAD,EEF2K,B
PMC9843944_autophagy_LUAD,EIF2S1,B
PMC9843944_autophagy_LUAD,EIF4G1,B
PMC9843944_autophagy_LUAD,GNAI3,CD8T
PMC9843944_autophagy_LUAD,KLHL24,B
PMC9843944_autophagy_LUAD,MAPK8IP1,B
PMC9843944_autophagy_LUAD,MBTPS2,B
PMC9843944_autophagy_LUAD,NLRC4,B
PMC9843944_autophagy_LUAD,PRKCD,B
PMC9843944_autophagy_LUAD,RELA,B
PMC9843944_autophagy_LUAD,SIRT2,CD8T
PMC9843944_autophagy_LUAD,SPHK1,CD8T
PMC9843944_autophagy_LUAD,ST13,B
PMC8379743_m6A_LUAD,CLEC3B,CD4Tconv
PMC8379743_m6A_LUAD,TENM3,B
PMC8379743_m6A_LUAD,IGF2BP1,B
PMC8379743_m6A_LUAD,E2F7,CD8T
PMC8379743_m6A_LUAD,ANLN,B
PMC8379743_m6A_LUAD,ANKRD18B,CD4Tconv
PMC8379743_m6A_LUAD,FBN2,B
PMC9870742_anoikis_LUAD,CDH2,B
PMC9870742_anoikis_LUAD,PARP1,B
PMC9870742_anoikis_LUAD,LAMB3,CD8T
PMC9870742_anoikis_LUAD,ANGPTL4,CD8T
PMC9870742_anoikis_LUAD,PPARG,CD8T
PMC9870742_anoikis_LUAD,PAK1,B
PMC9870742_anoikis_LUAD,CAV1,CD8T
PMC9870742_anoikis_LUAD,PLAT,CD8T
PMC9870742_anoikis_LUAD,FGF2,B
PMC9870742_anoikis_LUAD,ITGA8,CD8T
PMC9870742_anoikis_LUAD,ITGB4,CD8T
PMC9870742_anoikis_LUAD,HMGA1,B
PMC9870742_anoikis_LUAD,SLC2A1,B
PMC9870742_anoikis_LUAD,PLK1,B
PMC9870742_anoikis_LUAD,TIMP1,CD8T
PMC9870742_anoikis_LUAD,PBK,B
PMC12971589_CAF_OSCC,THBS1,Gland
PMC12971589_CAF_OSCC,SLFN11,Mono/Macro
PMC12971589_CAF_OSCC,TSPAN11,Mono/Macro
PMC12971589_CAF_OSCC,ADAMTS15,Ductal
PMC12971589_CAF_OSCC,CCR7,NK
PMC12971589_CAF_OSCC,AQP1,Endothelial
PMC12971589_CAF_OSCC,IL13RA2,Malignant
PMC12971589_CAF_OSCC,SERPINB7,Malignant
PMC10599730_ERstress_OSCC,IBSP,Endothelial
PMC10599730_ERstress_OSCC,RDM1,Treg
PMC10599730_ERstress_OSCC,RBP4,Endothelial
PMC12047218_glycolysis_OS,CHPF,Malignant
PMC12047218_glycolysis_OS,RRAGD,Osteoblasts
PMC12047218_glycolysis_OS,TPR,Malignant
PMC12047218_glycolysis_OS,VCAN,Malignant
PMC12906242_m6A_OS,CASP8AP2,Fibroblasts
PMC12906242_m6A_OS,DNMT1,Fibroblasts
PMC12906242_m6A_OS,GTF2F1,Fibroblasts
PMC12906242_m6A_OS,KCNK7,Mono/Macro
PMC12906242_m6A_OS,KRT14,Fibroblasts
PMC12906242_m6A_OS,LATS1,Osteoblasts
PMC12906242_m6A_OS,MCAM,Endothelial
PMC12906242_m6A_OS,NAV2,Osteoblasts
PMC12906242_m6A_OS,NIN,Fibroblasts
PMC12906242_m6A_OS,NNT,Osteoblasts
PMC12906242_m6A_OS,NR4A3,Mono/Macro
PMC12906242_m6A_OS,PPOX,Fibroblasts
PMC12906242_m6A_OS,SLC7A1,Osteoblasts
PMC12906242_m6A_OS,TRAP1,Osteoblasts
PMC9805482_autophagy_OS,CXCR4,CD4Tconv
PMC9805482_autophagy_OS,MBTPS2,Fibroblasts
PMC9805482_autophagy_OS,MYC,Malignant
PMC10076677_anoikis_lncRNA_OS,MEF2C-AS1,Fibroblasts
PMC10076677_anoikis_lncRNA_OS,TBX2-AS1,Fibroblasts
PMC8464158_glycolysis_lncRNA_OV,AC133644.2,CD8T
PMC8464158_glycolysis_lncRNA_OV,LINC00240,Epithelial
PMC8464158_glycolysis_lncRNA_OV,TMEM254-AS1,Epithelial
PMC10807923_anoikis_OV,NTRK2,Myofibroblasts
PMC10807923_anoikis_OV,FN1,Fibroblasts
PMC10807923_anoikis_OV,MTOR,Malignant
PMC10807923_anoikis_OV,IGF1,Fibroblasts
PMC10807923_anoikis_OV,ABHD4,Malignant
PMC10807923_anoikis_OV,HMCN1,Fibroblasts
PMC10807923_anoikis_OV,CDKN1B,Malignant
PMC10807923_anoikis_OV,KRAS,Malignant
PMC10807923_anoikis_OV,MAVS,Epithelial
PMC10807923_anoikis_OV,RB1,Mono/Macro
PMC10807923_anoikis_OV,CRYAB,Epithelial
PMC10807923_anoikis_OV,LRP1,Fibroblasts
PMC10807923_anoikis_OV,LPAR1,Fibroblasts
PMC11504279_hypoxia_PAAD,SLC2A1,Malignant
PMC11504279_hypoxia_PAAD,CA9,Malignant
PMC11504279_hypoxia_PAAD,PLAU,Fibroblasts
PMC9124146_autophagy_lncRNA_PAAD,FLVCR1-DT,Epithelial
PMC9124146_autophagy_lncRNA_PAAD,AC125494.2,Malignant
PMC9124146_autophagy_lncRNA_PAAD,AC012306.2,Epithelial
PMC9124146_autophagy_lncRNA_PAAD,AC036176.1,Fibroblasts
PMC9124146_autophagy_lncRNA_PAAD,LINC01089,Malignant
PMC9124146_autophagy_lncRNA_PAAD,AC005696.1,Epithelial
PMC9124146_autophagy_lncRNA_PAAD,LINC02257,Fibroblasts
PMC11550951_cuproptosis_lncRNA_PRAD,AC010896.1,Fibroblasts
PMC11550951_cuproptosis_lncRNA_PRAD,AC016394.2,Fibroblasts
PMC11550951_cuproptosis_lncRNA_PRAD,SNHG9,Epithelial
PMC10469923_anoikis_PRAD,EGF,Epithelial
PMC10469923_anoikis_PRAD,MYC,Fibroblasts
PMC10469923_anoikis_PRAD,PLK1,Mono/Macro
PMC10469923_anoikis_PRAD,EZH2,Fibroblasts
PMC10469923_anoikis_PRAD,NOX4,Fibroblasts
PMC10469923_anoikis_PRAD,BMP6,Endothelial
PMC10469923_anoikis_PRAD,MMP11,Fibroblasts
PMC12219082_necroptosis_SKCM,TUFM,Mono/Macro
PMC12219082_necroptosis_SKCM,CD53,B
PMC12219082_necroptosis_SKCM,KLRC1,NK
PMC12219082_necroptosis_SKCM,STAT4,NK
PMC12219082_necroptosis_SKCM,IFI35,Mono/Macro
PMC12219082_necroptosis_SKCM,XCL1,NK
PMC12219082_necroptosis_SKCM,TAPBP,CD8Tex
PMC12219082_necroptosis_SKCM,SOD2,Mono/Macro
PMC12905907_disulfidptosis_SKCM,UCP2,Treg
PMC12905907_disulfidptosis_SKCM,TMX4,Tprolif
PMC12905907_disulfidptosis_SKCM,WWTR1,Tprolif
PMC12905907_disulfidptosis_SKCM,CDH19,Plasma
PMC12905907_disulfidptosis_SKCM,CD79A,B
PMC9048552_autophagy_lncRNA_SKCM,AC090948.3,CD4Tconv
PMC9048552_autophagy_lncRNA_SKCM,USP30-AS1,Tprolif
PMC9048552_autophagy_lncRNA_SKCM,AC068282.1,DC
PMC9048552_autophagy_lncRNA_SKCM,AC004687.1,Mono/Macro
PMC9048552_autophagy_lncRNA_SKCM,AL133371.2,Mono/Macro
PMC9048552_autophagy_lncRNA_SKCM,PCED1B-AS1,CD8Tex
PMC9048552_autophagy_lncRNA_SKCM,HLA-DQB1-AS1,Mono/Macro
PMC9048552_autophagy_lncRNA_SKCM,AC011374.2,Mono/Macro
PMC9048552_autophagy_lncRNA_SKCM,LINC00324,Mono/Macro
PMC9048552_autophagy_lncRNA_SKCM,ITGB2-AS1,Mono/Macro
PMC9048552_autophagy_lncRNA_SKCM,LINC00520,Mono/Macro
PMC9048552_autophagy_lncRNA_SKCM,DBH-AS1,CD8Tex
PMC11178724_cuproptosis_methylation_SKCM,AOC1,Mono/Macro
PMC11178724_cuproptosis_methylation_SKCM,ACO1,Mono/Macro
PMC11178724_cuproptosis_methylation_SKCM,DPYD,Mono/Macro
PMC11178724_cuproptosis_methylation_SKCM,ABCB8,Mono/Macro
PMC11178724_cuproptosis_methylation_SKCM,CIAO1,Tprolif
PMC10980369_ERstress_SKCM,ZBP1,Plasma
PMC10980369_ERstress_SKCM,DIABLO,Tprolif
PMC10980369_ERstress_SKCM,GNLY,NK
PMC10980369_ERstress_SKCM,FASLG,CD8Tex
PMC10980369_ERstress_SKCM,AURKA,Tprolif
PMC10980369_ERstress_SKCM,TNFRSF21,DC
PMC10980369_ERstress_SKCM,CD40LG,CD4Tconv
PMC9361349_DNArepair_SKCM,TYMS,Tprolif
PMC9361349_DNArepair_SKCM,SNAPC5,Mono/Macro
PMC9361349_DNArepair_SKCM,CMPK2,Mono/Macro
PMC9361349_DNArepair_SKCM,PDE4B,B
PMC9361349_DNArepair_SKCM,HCLS1,CD8Tex
PMC9361349_DNArepair_SKCM,NME1,Tprolif
PMC9361349_DNArepair_SKCM,POLR2A,Tprolif
PMC9361349_DNArepair_SKCM,COX17,Tprolif
PMC9361349_DNArepair_SKCM,LIG1,Tprolif
PMC9361349_DNArepair_SKCM,POLE4,Mono/Macro
PMC9361349_DNArepair_SKCM,GTF2H1,Mono/Macro
PMC9361349_DNArepair_SKCM,AK1,CD8Tex
PMC12179157_PANoptosis_SKCM,CTSS,Mono/Macro
PMC12179157_PANoptosis_SKCM,ADAMDEC1,Mono/Macro
PMC12179157_PANoptosis_SKCM,CMAHP,Tprolif
PMC12179157_PANoptosis_SKCM,CD69,B
PMC12179157_PANoptosis_SKCM,PIM2,Treg
PMC12179157_PANoptosis_SKCM,CRIP1,Tprolif
PMC12179157_PANoptosis_SKCM,LSP1,CD8Tex
PMC12179157_PANoptosis_SKCM,BCL11B,CD8Tex
PMC12179157_PANoptosis_SKCM,CCR7,B
PMC10469729_glutamine_UCEC,PHGDH,Fibroblasts
PMC10469729_glutamine_UCEC,ASRGL1,Fibroblasts
PMC10469729_glutamine_UCEC,ASNS,Fibroblasts
PMC7847640_glycolysis_lncRNA_UCEC,BOLA3-AS1,Fibroblasts
PMC7847640_glycolysis_lncRNA_UCEC,RAB11B-AS1,Fibroblasts
PMC9578220_chromatin_immune_UCEC,BTNL9,CD8Tex
PMC9578220_chromatin_immune_UCEC,CD40LG,CD4Tconv
PMC9578220_chromatin_immune_UCEC,CD47,Fibroblasts
PMC9578220_chromatin_immune_UCEC,HLA-DMB,CD8T
PMC9578220_chromatin_immune_UCEC,HLA-DRB5,Tprolif
PMC9578220_chromatin_immune_UCEC,HLA-G,CD8Tex
PMC9578220_chromatin_immune_UCEC,TNFRSF14,Treg
PMC9578220_chromatin_immune_UCEC,TNFRSF18,Treg
PMC9578220_chromatin_immune_UCEC,TNFRSF4,Treg
PMC12891315_CAF_UCEC,ANLN,Tprolif
PMC12891315_CAF_UCEC,ASPM,Tprolif
PMC12891315_CAF_UCEC,CENPI,Tprolif
PMC12891315_CAF_UCEC,CKAP2L,Tprolif
PMC12891315_CAF_UCEC,DNA2,Tprolif
PMC12891315_CAF_UCEC,KIF14,Tprolif
PMC12891315_CAF_UCEC,LTB,Treg
PMC12891315_CAF_UCEC,POLQ,Tprolif
PMC12891315_CAF_UCEC,TTK,Tprolif
PMC12891315_CAF_UCEC,CDK16,Fibroblasts
PMC12891315_CAF_UCEC,CIT,Tprolif
PMC12891315_CAF_UCEC,SERPING1,Fibroblasts
PMC12055729_lactylation_UCEC,SCGB2A1,Fibroblasts
PMC10287976_chromatin_UVM,RUVBL1,Malignant
PMC10287976_chromatin_UVM,SIRT3,Malignant
PMC10287976_chromatin_UVM,SMARCD3,Malignant
PMC9709208_ICD_UVM,CASP8,CD8Tex
PMC9709208_ICD_UVM,ENTPD1,CD8Tex
PMC9709208_ICD_UVM,FOXP3,CD8Tex
PMC9709208_ICD_UVM,IL6,Mono/Macro
PMC9709208_ICD_UVM,LY96,Mono/Macro
